Fund Name,Plan,Category,VR ID,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino
ICICI Pru Bharat Consumption,Regular,Thematic-Infrastructure,39670,-0.74,0.74,0.75,12.80,15.75,0.91
ICICI Pru Bharat Consumption Dir,Direct,Thematic-Infrastructure,39672,0.17,0.73,0.82,12.79,16.64,0.99
ICICI Pru BSE 500 ETF,Regular,Flexi Cap,36037,-0.33,1.00,0.85,12.62,16.81,1.18
ICICI Pru BSE 500 ETF,Direct,Flexi Cap,36037,-0.33,1.00,0.85,12.62,16.81,1.18
ICICI Pru BSE 500 ETF FOF,Regular,Flexi Cap,41850,-0.84,0.98,0.80,12.38,16.06,1.10
ICICI Pru BSE 500 ETF FOF Dir,Direct,Flexi Cap,41852,-0.38,0.98,0.84,12.37,16.51,1.15
ICICI Pru BSE Midcap Select ETF,Regular,Mid Cap,32594,-0.03,1.00,1.00,16.51,22.69,1.30
ICICI Pru BSE Midcap Select ETF,Direct,Mid Cap,32594,-0.03,1.00,1.00,16.51,22.69,1.30
ICICI Pru BSE Sensex ETF,Regular,Large Cap,1512,-2.45,0.92,0.58,11.05,12.54,0.94
ICICI Pru BSE Sensex ETF,Direct,Large Cap,1512,-2.45,0.92,0.58,11.05,12.54,0.94
ICICI Pru BSE Sensex Index,Regular,Large Cap,34647,-2.77,0.92,0.55,11.05,12.21,0.90
ICICI Pru BSE Sensex Index Dir,Direct,Large Cap,34649,-2.69,0.92,0.56,11.05,12.30,0.91
ICICI Pru Commodities,Regular,Thematic,40304,4.64,0.93,1.05,14.12,20.97,1.59
ICICI Pru Commodities Dir,Direct,Thematic,40306,5.71,0.93,1.13,14.14,22.05,1.69
ICICI Pru Conglomerate,Regular,Thematic,45487,--,--,--,--,--,--
ICICI Pru Conglomerate Dir,Direct,Thematic,45489,--,--,--,--,--,--
ICICI Pru Diversified Equity All Cap Active FoF,Regular,Flexi Cap,45887,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Diversified Equity All Cap Active FoF Dir,Direct,Flexi Cap,45888,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Diversified Equity All Cap Omni FoF Dir*,Direct,Flexi Cap,40662,4.64,0.89,1.25,11.58,20.62,1.91
ICICI Pru Diversified Equity All Cap Omni FoF*,Regular,Flexi Cap,40660,4.09,0.89,1.21,11.58,20.06,1.84
ICICI Pru ELSS Tax Saver,Regular,ELSS (Tax Saver),640,0.96,0.87,0.92,11.58,16.71,1.39
ICICI Pru ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),15862,1.58,0.87,0.97,11.58,17.34,1.47
ICICI Pru Energy Opportunities Dir,Direct,Thematic-Dividend Yield,44418,--,--,--,--,--,--
ICICI Pru Energy Opportunities Reg,Regular,Thematic-Dividend Yield,44416,--,--,--,--,--,--
ICICI Pru Eqt Minimum Variance Fund Dir,Direct,Thematic,44744,--,--,--,--,--,--
ICICI Pru Eqt Minimum Variance Fund Reg,Regular,Thematic,44742,--,--,--,--,--,--
ICICI Pru ESG Exclusionary Strategy,Regular,Thematic-ESG,41125,2.07,0.96,0.92,12.33,17.41,1.47
ICICI Pru ESG Exclusionary Strategy Dir,Direct,Thematic-ESG,41127,3.26,0.96,1.01,12.34,18.60,1.62
ICICI Pru Exports & Services,Regular,Thematic,2968,3.19,0.84,1.12,11.10,18.53,2.14
ICICI Pru Exports & Services Dir,Direct,Thematic,15859,3.80,0.84,1.17,11.10,19.14,2.24
ICICI Pru Flexicap,Regular,Flexi Cap,41523,2.82,0.92,1.05,12.35,19.04,1.35
ICICI Pru Flexicap Dir,Direct,Flexi Cap,41525,3.80,0.92,1.13,12.38,20.04,1.46
ICICI Pru FMCG,Regular,Thematic,591,-9.85,0.80,-0.08,12.84,5.12,-0.09
ICICI Pru FMCG Dir,Direct,Thematic,15836,-8.99,0.80,-0.01,12.85,5.98,-0.01
ICICI Pru Focused Equity,Regular,Flexi Cap,10399,5.37,0.93,1.27,12.36,21.74,1.97
ICICI Pru Focused Equity Dir,Direct,Flexi Cap,17412,6.55,0.93,1.36,12.37,22.93,2.11
ICICI Pru Global Advantage (FOF) Dir*,Direct,International,40282,--,--,1.10,12.18,19.48,1.63
ICICI Pru Global Advantage (FOF)*,Regular,International,40280,--,--,1.04,12.18,18.76,1.54
ICICI Pru Global Stable Equity (FOF),Regular,International,20855,--,--,0.74,9.44,13.08,1.31
ICICI Pru Global Stable Equity (FOF) Dir,Direct,International,20857,--,--,0.79,9.43,13.59,1.40
ICICI Pru Housing Opportunities,Regular,Thematic,42248,1.20,0.90,0.91,12.21,17.25,1.53
ICICI Pru Housing Opportunities Dir,Direct,Thematic,42250,2.35,0.90,1.01,12.21,18.41,1.68
ICICI Pru India Opportunities,Regular,Thematic,38583,7.01,0.82,1.45,11.08,22.20,2.34
ICICI Pru India Opportunities Dir,Direct,Thematic,38585,8.01,0.82,1.54,11.11,23.23,2.48
ICICI Pru Large & Mid Cap,Regular,Large & Mid Cap,534,4.87,0.90,1.26,11.59,20.73,1.70
ICICI Pru Large & Mid Cap Dir,Direct,Large & Mid Cap,15868,5.74,0.90,1.34,11.60,21.62,1.80
ICICI Pru Large Cap,Regular,Large Cap,7517,2.94,0.91,1.06,10.98,17.75,1.62
ICICI Pru Large Cap Dir,Direct,Large Cap,15841,3.50,0.91,1.11,10.98,18.32,1.70
ICICI Pru Long Term Wealth Enhancement,Regular,ELSS (Tax Saver),34950,2.34,0.90,1.00,12.28,18.36,1.42
ICICI Pru Long Term Wealth Enhancement Dir,Direct,ELSS (Tax Saver),34952,2.71,0.90,1.03,12.29,18.73,1.46
ICICI Pru Midcap,Regular,Mid Cap,2439,2.92,0.95,1.19,15.79,24.95,1.65
ICICI Pru Midcap Dir,Direct,Mid Cap,15960,3.76,0.96,1.25,15.80,25.79,1.72
ICICI Pru MNC,Regular,Thematic-Consumption,39975,0.40,0.80,0.82,11.24,15.37,0.95
ICICI Pru MNC Dir,Direct,Thematic-Consumption,39977,1.51,0.80,0.92,11.25,16.48,1.06
ICICI Pru Multi Sector Passive FoF,Regular,Thematic,1935,2.21,0.86,1.05,11.18,17.84,1.62
ICICI Pru Multi Sector Passive FoF Dir,Direct,Thematic,15812,2.46,0.86,1.07,11.18,18.09,1.65
ICICI Pru Multicap,Regular,Multi Cap,86,3.22,0.82,1.11,12.37,19.77,1.73
ICICI Pru Multicap Dir,Direct,Multi Cap,15874,4.03,0.82,1.17,12.38,20.59,1.83
ICICI Pru NASDAQ 100 Index,Regular,International,41742,--,--,1.46,15.37,28.53,2.20
ICICI Pru NASDAQ 100 Index Dir,Direct,International,41744,--,--,1.49,15.37,28.99,2.25
ICICI Pru Nifty 100 ETF,Regular,Large Cap,20933,-0.49,1.00,0.77,11.83,15.22,1.10
ICICI Pru Nifty 100 ETF,Direct,Large Cap,20933,-0.49,1.00,0.77,11.83,15.22,1.10
ICICI Pru Nifty 100 Low Volatility 30 ETF,Regular,Large Cap,34396,1.64,0.96,0.88,12.29,16.94,1.21
ICICI Pru Nifty 100 Low Volatility 30 ETF,Direct,Large Cap,34396,1.64,0.96,0.88,12.29,16.94,1.21
ICICI Pru Nifty 100 Low Volatility 30 ETF FOF,Regular,Large Cap,41397,1.25,0.93,0.85,12.09,16.32,1.18
ICICI Pru Nifty 100 Low Volatility 30 ETF FOF Dir,Direct,Large Cap,41399,1.62,0.93,0.88,12.10,16.69,1.22
ICICI Pru Nifty 200 Momentum 30 ETF,Regular,Large & Mid Cap,42387,0.65,1.27,0.83,17.36,20.51,1.11
ICICI Pru Nifty 200 Momentum 30 ETF,Direct,Large & Mid Cap,42387,0.65,1.27,0.83,17.36,20.51,1.11
ICICI Pru Nifty 200 Momentum 30 Index,Regular,Large & Mid Cap,42379,-0.16,1.26,0.78,17.27,19.64,1.05
ICICI Pru Nifty 200 Momentum 30 Index Dir,Direct,Large & Mid Cap,42381,0.45,1.26,0.82,17.28,20.26,1.09
ICICI Pru Nifty 200 Quality 30 ETF,Regular,Large & Mid Cap,43676,--,--,--,--,--,--
ICICI Pru Nifty 200 Quality 30 ETF,Direct,Large & Mid Cap,43676,--,--,--,--,--,--
ICICI Pru Nifty 50 ETF,Regular,Large Cap,18653,-0.88,0.95,0.73,11.23,14.32,1.15
ICICI Pru Nifty 50 ETF,Direct,Large Cap,18653,-0.88,0.95,0.73,11.23,14.32,1.15
ICICI Pru Nifty 50 Index,Regular,Large Cap,1236,-1.27,0.94,0.70,11.22,13.91,1.09
ICICI Pru Nifty 50 Index Dir,Direct,Large Cap,15959,-1.11,0.94,0.71,11.22,14.07,1.12
ICICI Pru Nifty 500 Index,Regular,Flexi Cap,44818,--,--,--,--,--,--
ICICI Pru Nifty 500 Index Dir,Direct,Flexi Cap,44820,--,--,--,--,--,--
ICICI Pru Nifty Alpha Low - Volatility 30 ETF,Regular,Large & Mid Cap,41071,-0.06,1.11,0.82,14.60,18.13,1.13
ICICI Pru Nifty Alpha Low - Volatility 30 ETF,Direct,Large & Mid Cap,41071,-0.06,1.11,0.82,14.60,18.13,1.13
ICICI Pru Nifty Alpha Low - Volatility 30 ETF FOF,Regular,Large & Mid Cap,41686,-0.36,1.10,0.79,14.74,17.70,1.01
ICICI Pru Nifty Alpha Low - Volatility 30 ETF FOF Dir,Direct,Large & Mid Cap,41688,0.03,1.10,0.81,14.74,18.09,1.05
ICICI Pru Nifty Bank ETF,Regular,Sectoral-Auto,40130,0.03,1.00,0.74,12.08,15.05,1.42
ICICI Pru Nifty Bank ETF,Direct,Sectoral-Auto,40130,0.03,1.00,0.74,12.08,15.05,1.42
ICICI Pru Nifty Bank Index,Regular,Sectoral-Auto,42102,-0.73,1.00,0.68,12.08,14.29,1.30
ICICI Pru Nifty Bank Index Dir,Direct,Sectoral-Auto,42104,-0.12,1.00,0.73,12.08,14.90,1.40
ICICI Pru Nifty Commodities ETF,Regular,Thematic,42947,4.84,1.04,1.04,15.75,22.48,1.58
ICICI Pru Nifty Commodities ETF,Direct,Thematic,42947,4.84,1.04,1.04,15.75,22.48,1.58
ICICI Pru Nifty Financial Services Ex-Bank ETF,Regular,Sectoral-Auto,42801,11.35,0.78,1.27,14.42,24.41,2.23
ICICI Pru Nifty Financial Services Ex-Bank ETF,Direct,Sectoral-Auto,42801,11.35,0.78,1.27,14.42,24.41,2.23
ICICI Pru Nifty FMCG ETF,Regular,Thematic,41601,-9.56,0.92,0.04,14.80,6.75,0.06
ICICI Pru Nifty FMCG ETF,Direct,Thematic,41601,-9.56,0.92,0.04,14.80,6.75,0.06
ICICI Pru Nifty Healthcare ETF,Regular,Sectoral-Pharma,41502,-0.97,1.00,1.12,16.68,24.85,1.87
ICICI Pru Nifty Healthcare ETF,Direct,Sectoral-Pharma,41502,-0.97,1.00,1.12,16.68,24.85,1.87
ICICI Pru Nifty India Consumption ETF,Regular,Thematic-Infrastructure,41802,0.19,0.82,0.82,14.31,17.89,1.00
ICICI Pru Nifty India Consumption ETF,Direct,Thematic-Infrastructure,41802,0.19,0.82,0.82,14.31,17.89,1.00
ICICI Pru Nifty IT ETF,Direct,Sectoral-Technology,41081,0.65,1.02,-0.03,22.42,5.53,-0.03
ICICI Pru Nifty IT Index Dir,Direct,Sectoral-Technology,42405,0.45,1.01,-0.03,22.38,5.33,-0.04
ICICI Pru Nifty LargeMidcap 250 Index,Regular,Large & Mid Cap,44178,--,--,--,--,--,--
ICICI Pru Nifty LargeMidcap 250 Index Dir,Direct,Large & Mid Cap,44180,--,--,--,--,--,--
ICICI Pru Nifty Metal ETF,Regular,Thematic,44461,--,--,--,--,--,--
ICICI Pru Nifty Metal ETF,Direct,Thematic,44461,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Nifty Midcap 150 ETF,Regular,Mid Cap,40555,0.90,0.99,1.11,15.66,23.49,1.48
ICICI Pru Nifty Midcap 150 ETF,Direct,Mid Cap,40555,0.90,0.99,1.11,15.66,23.49,1.48
ICICI Pru Nifty Midcap 150 Index,Regular,Mid Cap,41891,-0.06,0.99,1.05,15.61,22.48,1.39
ICICI Pru Nifty Midcap 150 Index Dir,Direct,Mid Cap,41893,0.58,0.99,1.09,15.64,23.15,1.45
ICICI Pru Nifty Next 50 ETF,Regular,Large Cap,37322,4.80,1.26,1.02,16.59,23.05,1.35
ICICI Pru Nifty Next 50 ETF,Direct,Large Cap,37322,4.80,1.26,1.02,16.59,23.05,1.35
ICICI Pru Nifty Next 50 Index,Regular,Large Cap,11236,4.07,1.26,0.98,16.60,22.33,1.29
ICICI Pru Nifty Next 50 Index Dir,Direct,Large Cap,15856,4.41,1.26,1.00,16.61,22.67,1.31
ICICI Pru Nifty Oil & Gas ETF,Regular,Thematic,44432,--,--,--,--,--,--
ICICI Pru Nifty Oil & Gas ETF,Direct,Thematic,44432,--,--,--,--,--,--
ICICI Pru Nifty Pharma Index,Regular,Sectoral-Pharma,42838,-2.19,0.97,1.02,16.53,23.03,1.80
ICICI Pru Nifty Pharma Index Dir,Direct,Sectoral-Pharma,42840,-1.57,0.97,1.06,16.54,23.67,1.86
ICICI Pru Nifty Private Bank ETF,Regular,Sectoral-Auto,40210,-2.47,0.97,0.51,12.12,12.25,0.95
ICICI Pru Nifty Private Bank ETF,Direct,Sectoral-Auto,40210,-2.47,0.97,0.51,12.12,12.25,0.95
ICICI Pru Nifty Private Bank Index,Regular,Sectoral-Auto,45298,--,--,--,--,--,--
ICICI Pru Nifty Private Bank Index Dir,Direct,Sectoral-Auto,45300,--,--,--,--,--,--
ICICI Pru Nifty PSU Bank ETF,Regular,Sectoral-Auto,43296,--,--,--,--,--,--
ICICI Pru Nifty PSU Bank ETF,Direct,Sectoral-Auto,43296,--,--,--,--,--,--
ICICI Pru Nifty Smallcap 250 Index,Regular,Small Cap,41787,0.07,1.01,0.74,19.56,20.58,1.09
ICICI Pru Nifty Smallcap 250 Index Dir,Direct,Small Cap,41789,0.63,1.02,0.77,19.59,21.15,1.14
ICICI Pru Nifty Top 15 Equal Weight ETF,Regular,Large Cap,45235,--,--,--,--,--,--
ICICI Pru Nifty Top 15 Equal Weight ETF,Direct,Large Cap,45235,--,--,--,--,--,--
ICICI Pru Nifty Top 15 Equal Weight Index,Regular,Large Cap,45236,--,--,--,--,--,--
ICICI Pru Nifty Top 15 Equal Weight Index Dir,Direct,Large Cap,45238,--,--,--,--,--,--
ICICI Pru Nifty200 Quality 30 Index,Regular,Large & Mid Cap,45191,--,--,--,--,--,--
ICICI Pru Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,45193,--,--,--,--,--,--
ICICI Pru Nifty200 Value 30 ETF,Regular,Value Oriented,44607,--,--,--,--,--,--
ICICI Pru Nifty200 Value 30 ETF,Direct,Value Oriented,44607,--,--,--,--,--,--
ICICI Pru Nifty200 Value 30 Index Dir,Direct,Value Oriented,44605,--,--,--,--,--,--
ICICI Pru Nifty200 Value 30 Index Reg,Regular,Value Oriented,44603,--,--,--,--,--,--
ICICI Pru Nifty50 Equal Weight Index,Regular,Large Cap,42546,2.66,1.00,1.00,12.27,18.38,1.32
ICICI Pru Nifty50 Equal Weight Index Dir,Direct,Large Cap,42548,3.24,1.00,1.05,12.28,18.97,1.39
ICICI Pru Nifty50 Value 20 ETF,Regular,Value Oriented,32540,-2.02,0.86,0.61,12.22,13.58,0.84
ICICI Pru Nifty50 Value 20 ETF,Direct,Value Oriented,32540,-2.02,0.86,0.61,12.22,13.58,0.84
ICICI Pru Nifty50 Value 20 Index,Regular,Value Oriented,44068,--,--,--,--,--,--
ICICI Pru Nifty50 Value 20 Index Dir,Direct,Value Oriented,44070,--,--,--,--,--,--
ICICI Pru Pharma Healthcare and Diagnostics,Regular,Sectoral-Pharma,36528,1.43,0.94,1.26,15.85,26.12,1.73
ICICI Pru Pharma Healthcare and Diagnostics Dir,Direct,Sectoral-Pharma,36530,2.27,0.95,1.32,15.86,26.97,1.81
ICICI Pru PSU Equity,Regular,Thematic-Energy,42449,-1.03,0.82,1.23,18.24,28.52,2.09
ICICI Pru PSU Equity Dir,Direct,Thematic-Energy,42451,0.34,0.82,1.30,18.25,29.89,2.21
ICICI Pru Quality,Regular,Thematic,45162,--,--,--,--,--,--
ICICI Pru Quality Dir,Direct,Thematic,45164,--,--,--,--,--,--
ICICI Pru Retirement Pure Equity,Regular,Flexi Cap,39053,6.95,1.07,1.33,14.11,24.83,1.89
ICICI Pru Retirement Pure Equity Dir,Direct,Flexi Cap,39055,8.34,1.07,1.42,14.12,26.22,2.04
ICICI Pru Rural Opportunities,Regular,Thematic,44844,--,--,--,--,--,--
ICICI Pru Rural Opportunities Dir,Direct,Thematic,44846,--,--,--,--,--,--
ICICI Pru Silver ETF,Regular,Thematic-PSU,41982,-0.78,0.99,1.19,41.03,54.99,2.61
ICICI Pru Silver ETF,Direct,Thematic-PSU,41982,-0.78,0.99,1.19,41.03,54.99,2.61
ICICI Pru Silver ETF FoF,Regular,Thematic-PSU,42021,4.97,0.81,1.33,34.27,51.68,3.32
ICICI Pru Silver ETF FoF Dir,Direct,Thematic-PSU,42023,5.41,0.81,1.34,34.28,52.14,3.35
ICICI Pru Smallcap,Regular,Small Cap,5646,0.33,0.75,0.73,15.11,17.08,1.06
ICICI Pru Smallcap Dir,Direct,Small Cap,17116,1.40,0.75,0.80,15.13,18.16,1.16
ICICI Pru Strategic Metal and Energy Equity FoF,Regular,International,42033,--,--,1.28,20.65,32.56,2.44
ICICI Pru Strategic Metal and Energy Equity FoF Dir,Direct,International,42035,--,--,1.33,20.65,33.49,2.53
ICICI Pru Technology Dir,Direct,Sectoral-Technology,15864,5.79,0.83,0.26,18.53,10.90,0.35
ICICI Pru Thematic Advantage (FOF) Dir*,Direct,Thematic,17838,4.23,0.76,1.24,10.24,18.77,2.24
ICICI Pru Thematic Advantage (FOF)*,Regular,Thematic,1936,3.10,0.76,1.13,10.24,17.64,2.04
ICICI Pru US Bluechip Equity,Regular,International,14998,--,--,0.81,13.27,16.82,1.29
ICICI Pru US Bluechip Equity Dir,Direct,International,17160,--,--,0.87,13.29,17.68,1.40
ICICI Pru Value,Regular,Value Oriented,2310,4.67,0.81,1.24,10.97,19.76,2.08
ICICI Pru Value Dir,Direct,Value Oriented,15822,5.20,0.81,1.29,10.98,20.29,2.16
Invesco India Consumption Dir,Direct,Thematic-Infrastructure,45529,--,--,--,--,--,--
Invesco India Consumption Reg,Regular,Thematic-Infrastructure,45527,--,--,--,--,--,--
Invesco India Contra Dir,Direct,Value Oriented,16719,2.95,1.02,1.06,13.40,20.30,1.48
Invesco India Contra Reg,Regular,Value Oriented,4278,1.82,1.02,0.98,13.38,19.15,1.36
Invesco India ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),16849,-0.30,1.03,0.81,13.76,17.19,1.06
Invesco India ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),3913,-1.45,1.03,0.72,13.75,16.03,0.95
Invesco India ESG Integration Strategy Dir,Direct,Thematic-ESG,41339,-1.85,0.99,0.60,12.80,13.73,0.86
Invesco India ESG Integration Strategy Reg,Regular,Thematic-ESG,41337,-3.27,0.98,0.48,12.77,12.29,0.70
Invesco India Financial Services Dir,Direct,Sectoral-Auto,16702,9.52,0.81,1.41,11.85,22.81,2.26
Invesco India Financial Services Reg,Regular,Sectoral-Auto,7830,8.19,0.81,1.30,11.84,21.48,2.09
Invesco India Flexi Cap Dir,Direct,Flexi Cap,42014,3.88,1.02,1.07,14.16,21.22,1.24
Invesco India Flexi Cap Reg,Regular,Flexi Cap,42012,2.44,1.01,0.97,14.13,19.74,1.12
Invesco India Focused Dir,Direct,Flexi Cap,41096,5.31,1.00,1.11,14.74,22.48,1.64
Invesco India Focused Reg,Regular,Flexi Cap,41094,3.98,1.00,1.02,14.70,21.12,1.51
Invesco India Global Equity Income FoF Dir,Direct,International,26149,--,--,1.24,11.60,20.55,2.10
Invesco India Global Equity Income FoF Reg,Regular,International,26147,--,--,1.20,11.60,20.06,2.03
Invesco India Large & Mid Cap Dir,Direct,Large & Mid Cap,16770,6.83,1.08,1.24,14.96,24.65,1.51
Invesco India Large & Mid Cap Reg,Regular,Large & Mid Cap,5346,5.66,1.08,1.16,14.95,23.47,1.41
Invesco India Largecap Dir,Direct,Large Cap,16712,2.22,1.08,0.96,13.15,18.67,1.34
Invesco India Largecap Reg,Regular,Large Cap,10565,0.84,1.08,0.85,13.14,17.28,1.19
Invesco India Mid cap Dir,Direct,Mid Cap,16807,4.63,0.97,1.27,16.48,26.99,1.55
Invesco India Mid cap Reg,Regular,Mid Cap,4280,3.39,0.97,1.19,16.47,25.73,1.45
Invesco India Multicap Dir,Direct,Multi Cap,16811,-0.48,0.97,0.81,14.63,18.02,1.01
Invesco India Multicap Reg,Regular,Multi Cap,6675,-1.73,0.97,0.73,14.61,16.75,0.90
Invesco India Nifty 50 ETF,Regular,Large Cap,12761,-0.95,0.94,0.72,11.23,14.23,1.14
Invesco India Nifty 50 ETF,Direct,Large Cap,12761,-0.95,0.94,0.72,11.23,14.23,1.14
Invesco India Pan European Equity FoF Dir,Direct,International,23314,--,--,0.90,13.10,17.93,1.58
Invesco India Pan European Equity FoF Reg,Regular,International,23312,--,--,0.87,13.09,17.54,1.53
Invesco India PSU Equity Dir,Direct,Thematic-Energy,16831,-1.21,0.95,1.19,21.78,32.10,1.88
Invesco India PSU Equity Reg,Regular,Thematic-Energy,10694,-2.50,0.95,1.13,21.77,30.78,1.79
Invesco India Smallcap Dir,Direct,Small Cap,37843,7.15,0.82,1.12,16.86,24.92,1.33
Invesco India Smallcap Reg,Regular,Small Cap,37841,5.76,0.82,1.03,16.85,23.52,1.24
Invesco India Tech Dir,Direct,Sectoral-Technology,44543,--,--,--,--,--,--
Invesco India-Invesco EQQQ NASDAQ-100 ETF FoF Dir,Direct,International,42218,--,--,1.43,15.84,28.76,2.23
Invesco India-Invesco EQQQ NASDAQ-100 ETF FoF Reg,Regular,International,42217,--,--,1.42,15.84,28.52,2.20
Invesco India-Invesco Global Consumer Trends FoF Dir,Direct,International,41229,--,--,0.65,23.05,21.15,0.99
Invesco India-Invesco Global Consumer Trends FoF Reg,Regular,International,41227,--,--,0.61,23.03,20.21,0.93
ITI Banking and Financial Services Dir,Direct,Sectoral-Auto,41834,4.03,0.89,1.03,11.62,18.09,1.90
ITI Banking and Financial Services Reg,Regular,Sectoral-Auto,41832,2.12,0.89,0.87,11.61,16.17,1.60
ITI Bharat Consumption Dir,Direct,Thematic-Infrastructure,44922,--,--,--,--,--,--
ITI Bharat Consumption Reg,Regular,Thematic-Infrastructure,44920,--,--,--,--,--,--
ITI ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),40137,1.81,1.15,0.93,15.69,20.65,1.19
ITI ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),40135,-0.01,1.15,0.81,15.67,18.80,1.04
ITI Flexi Cap Dir,Direct,Flexi Cap,43120,4.84,1.09,1.15,14.65,22.95,1.48
ITI Flexi Cap Reg,Regular,Flexi Cap,43118,3.11,1.08,1.03,14.62,21.19,1.33
ITI Focused Dir,Direct,Flexi Cap,43534,--,--,--,--,--,--
ITI Focused Reg,Regular,Flexi Cap,43532,--,--,--,--,--,--
ITI Large & Mid Cap Dir,Direct,Large & Mid Cap,44501,--,--,--,--,--,--
ITI Large & Mid Cap Reg,Regular,Large & Mid Cap,44499,--,--,--,--,--,--
ITI Large Cap Dir,Direct,Large Cap,41210,0.12,1.03,0.78,12.84,16.17,1.13
ITI Large Cap Reg,Regular,Large Cap,41208,-1.77,1.03,0.64,12.81,14.26,0.92
ITI Mid Cap Dir,Direct,Mid Cap,41319,2.84,0.99,1.20,16.20,25.50,1.56
ITI Mid Cap Reg,Regular,Mid Cap,41317,1.07,0.99,1.09,16.17,23.70,1.42
ITI Multi Cap Dir,Direct,Multi Cap,39831,2.97,1.00,1.05,14.86,21.76,1.27
ITI Multi Cap Reg,Regular,Multi Cap,39829,1.30,0.99,0.94,14.84,20.07,1.14
ITI Pharma and Healthcare Dir,Direct,Sectoral-Pharma,41793,-2.88,0.96,1.00,15.98,22.13,1.38
ITI Pharma and Healthcare Reg,Regular,Sectoral-Pharma,41791,-4.82,0.96,0.88,15.95,20.15,1.21
ITI Small Cap Dir,Direct,Small Cap,40532,7.27,0.84,1.13,16.92,25.25,1.41
ITI Small Cap Reg,Regular,Small Cap,40530,5.63,0.83,1.04,16.89,23.58,1.29
ITI Value Dir,Direct,Value Oriented,41509,2.23,1.09,0.99,14.46,20.38,1.29
ITI Value Reg,Regular,Value Oriented,41507,0.37,1.09,0.86,14.44,18.49,1.12
JioBlackRock Flexi Cap Dir,Direct,Flexi Cap,45482,--,--,--,--,--,--
JioBlackRock Nifty 50 Index Dir,Direct,Large Cap,45423,--,--,--,--,--,--
JioBlackRock Nifty Midcap 150 Index Dir,Direct,Mid Cap,45427,--,--,--,--,--,--
JioBlackRock Nifty Next 50 Index Dir,Direct,Large Cap,45425,--,--,--,--,--,--
JioBlackRock Nifty Smallcap 250 Index Dir,Direct,Small Cap,45424,--,--,--,--,--,--
JioBlackRock Sector Rotation Dir,Direct,Thematic,45730,--,--,--,--,--,--
JM ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),16552,1.85,1.06,0.93,14.52,19.67,1.35
JM ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),6679,0.65,1.06,0.85,14.51,18.47,1.23
JM Flexicap Dir,Direct,Flexi Cap,16547,3.34,1.05,1.02,14.75,21.08,1.38
JM Flexicap Reg,Regular,Flexi Cap,8653,2.03,1.05,0.93,14.72,19.75,1.26
JM Focused Dir,Direct,Flexi Cap,16539,1.34,1.01,0.89,14.08,18.57,1.26
JM Focused Reg,Regular,Flexi Cap,6673,-0.05,1.01,0.79,14.10,17.19,1.13
JM Large & Mid Cap Dir,Direct,Large & Mid Cap,45304,--,--,--,--,--,--
JM Large & Mid Cap Reg,Regular,Large & Mid Cap,45302,--,--,--,--,--,--
JM Large Cap Dir,Direct,Large Cap,16541,1.08,1.03,0.85,12.97,17.11,1.27
JM Large Cap Reg,Regular,Large Cap,108,-0.26,1.03,0.75,13.00,15.79,1.12
JM Midcap Dir,Direct,Mid Cap,42731,1.13,1.03,1.07,17.11,24.36,1.60
JM Midcap Reg,Regular,Mid Cap,42729,-0.58,1.02,0.97,17.07,22.60,1.45
JM Small Cap Dir,Direct,Small Cap,44313,--,--,--,--,--,--
JM Small Cap Reg,Regular,Small Cap,44311,--,--,--,--,--,--
JM Value Dir,Direct,Value Oriented,16530,2.05,1.12,0.89,16.18,20.54,1.37
JM Value Reg,Regular,Value Oriented,403,0.92,1.12,0.82,16.19,19.40,1.28
Kotak Active Momentum Dir,Direct,Thematic,45389,--,--,--,--,--,--
Kotak Active Momentum Reg,Regular,Thematic,45387,--,--,--,--,--,--
Kotak Banking & Financial Services Dir,Direct,Sectoral-Auto,43128,--,--,--,--,--,--
Kotak Banking & Financial Services Reg,Regular,Sectoral-Auto,43126,--,--,--,--,--,--
Kotak BSE Housing Index Dir,Direct,Thematic,43706,--,--,--,--,--,--
Kotak BSE Housing Index Reg,Regular,Thematic,43704,--,--,--,--,--,--
Kotak BSE PSU Index Dir,Direct,Thematic-Energy,44430,--,--,--,--,--,--
Kotak BSE PSU Index Reg,Regular,Thematic-Energy,44428,--,--,--,--,--,--
Kotak BSE Sensex ETF,Regular,Large Cap,7780,-2.66,0.92,0.56,11.04,12.32,0.91
Kotak BSE Sensex ETF,Direct,Large Cap,7780,-2.66,0.92,0.56,11.04,12.32,0.91
Kotak BSE Sensex Index Dir,Direct,Large Cap,44908,--,--,--,--,--,--
Kotak BSE Sensex Index Reg,Regular,Large Cap,44906,--,--,--,--,--,--
Kotak Consumption Dir,Direct,Thematic-Infrastructure,43860,--,--,--,--,--,--
